Dimension,Correlation,SNR,Seed
42,0.9474864374286719,1.0,16
43,0.8843747310234066,1.0,16
44,0.8423278923318641,1.0,16
45,0.8222297361908071,1.0,16
46,0.5181641203823116,1.0,16
47,0.28565558920747336,1.0,16
48,0.07977818875333406,1.0,16
0,0.9964278817955686,1.0,17
1,0.9963747071160214,1.0,17
2,0.9962216703018233,1.0,17
3,0.9960939103669235,1.0,17
4,0.9959079372844445,1.0,17
5,0.9957921588411658,1.0,17
6,0.9957343629958286,1.0,17
7,0.9952823891443922,1.0,17
8,0.995134911287414,1.0,17
9,0.9948962043987134,1.0,17
10,0.9946550832586052,1.0,17
11,0.9946312044380203,1.0,17
12,0.9945466930607548,1.0,17
13,0.9944843796093032,1.0,17
14,0.9944488077498106,1.0,17
15,0.9943796064172101,1.0,17
16,0.9943658826574204,1.0,17
17,0.9943016344628584,1.0,17
18,0.9941657133465542,1.0,17
19,0.9941644318470616,1.0,17
20,0.9937143125695648,1.0,17
21,0.993705991085998,1.0,17
22,0.9934988331191776,1.0,17
23,0.9932906109117752,1.0,17
24,0.9931867043472189,1.0,17
25,0.9929806575366569,1.0,17
26,0.9928695206862315,1.0,17
27,0.9928386337984566,1.0,17
28,0.9926937650699215,1.0,17
29,0.9925103118983074,1.0,17
30,0.9922269976857396,1.0,17
31,0.9916943160216138,1.0,17
32,0.9909273038821907,1.0,17
33,0.9908118788318295,1.0,17
34,0.9902771998239249,1.0,17
35,0.9891742638203067,1.0,17
36,0.9889966833075386,1.0,17
37,0.9874223345917479,1.0,17
38,0.9865994193186636,1.0,17
39,0.9782841459516678,1.0,17
40,0.9742740790859374,1.0,17
41,0.9691873324910013,1.0,17
42,0.9555166934114881,1.0,17
43,0.952941441822654,1.0,17
44,0.9420499323095229,1.0,17
45,0.9200934025192605,1.0,17
46,0.830107109524154,1.0,17
47,0.7081378499132186,1.0,17
48,0.0724963282319832,1.0,17
0,0.9968458916350638,1.0,18
1,0.9963265014312112,1.0,18
2,0.9961331936714711,1.0,18
3,0.996016266634731,1.0,18
4,0.9959395244497348,1.0,18
5,0.9958844632409916,1.0,18
6,0.9954971904957981,1.0,18
7,0.9953895901186293,1.0,18
8,0.9951621709324158,1.0,18
9,0.9951603730157148,1.0,18
10,0.9950980668562421,1.0,18
11,0.9950441550698684,1.0,18
12,0.9949049051857387,1.0,18
13,0.9948760254426626,1.0,18
14,0.9947659544001362,1.0,18
15,0.9947285135117793,1.0,18
16,0.9946082905667099,1.0,18
17,0.9945371008603162,1.0,18
18,0.9945242578742696,1.0,18
19,0.9944929483518457,1.0,18
20,0.9944187541070467,1.0,18
21,0.9943409129744398,1.0,18
22,0.9943303408053441,1.0,18
23,0.9943187840399349,1.0,18
24,0.9943098470354672,1.0,18
25,0.9942702519652098,1.0,18
26,0.9939268355753943,1.0,18
27,0.9938592419968524,1.0,18
28,0.9938473199207977,1.0,18
29,0.9937884687982745,1.0,18
30,0.9936637555810789,1.0,18
31,0.9935453701923386,1.0,18
32,0.9933046072632842,1.0,18
33,0.9930711950377286,1.0,18
34,0.9926063616781714,1.0,18
35,0.9926035591344244,1.0,18
36,0.9918055269659616,1.0,18
37,0.9911476378054203,1.0,18
38,0.9909372881786469,1.0,18
39,0.9908480795572403,1.0,18
40,0.990406651952935,1.0,18
41,0.968073433018026,1.0,18
42,0.9653220853154365,1.0,18
43,0.9573570883673126,1.0,18
44,0.9291197928204818,1.0,18
45,0.8987598661082495,1.0,18
46,0.8568132062604816,1.0,18
47,0.6058139590687375,1.0,18
48,0.32646422823254184,1.0,18
0,0.9971590094344699,1.0,19
1,0.9962693201090805,1.0,19
2,0.9962104592947668,1.0,19
3,0.9961743926218699,1.0,19
4,0.9960742332316062,1.0,19
5,0.9959816889645184,1.0,19
6,0.9954714620517043,1.0,19
7,0.9952738586236449,1.0,19
8,0.9951485144364675,1.0,19
9,0.9950375380862208,1.0,19
10,0.994768595959225,1.0,19
11,0.9946824865545852,1.0,19
12,0.994651752087023,1.0,19
13,0.9946033283808006,1.0,19
14,0.9945858657121961,1.0,19
15,0.9945766499386451,1.0,19
16,0.9943595140167,1.0,19
17,0.9943430849513365,1.0,19
18,0.9942528958791214,1.0,19
19,0.994249660854396,1.0,19
20,0.9936623812485675,1.0,19
21,0.99366189892026,1.0,19
22,0.9936308930868971,1.0,19
23,0.9934561211021399,1.0,19
24,0.9932992502959281,1.0,19
25,0.9931740757819542,1.0,19
26,0.99271839532589,1.0,19
27,0.992701815745036,1.0,19
28,0.9926772612283952,1.0,19
29,0.9923860165515126,1.0,19
30,0.9922433378586735,1.0,19
31,0.9922337576015849,1.0,19
32,0.9919289120940658,1.0,19
33,0.9912933264727827,1.0,19
34,0.9910917565449104,1.0,19
35,0.9904357217249458,1.0,19
36,0.9892717770046743,1.0,19
37,0.9887309877097032,1.0,19
38,0.9881366866087844,1.0,19
39,0.9836758096860629,1.0,19
40,0.9810037981608631,1.0,19
41,0.9730167664707361,1.0,19
42,0.9550462227235826,1.0,19
43,0.9411519418250568,1.0,19
44,0.8954717186629165,1.0,19
45,0.7176619930448246,1.0,19
46,0.6773754002621972,1.0,19
47,0.4238745793818476,1.0,19
48,0.11304106403456417,1.0,19
0,0.9970362627930859,1.0,20
1,0.9963328725272905,1.0,20
2,0.9963090828788757,1.0,20
3,0.9959520056597975,1.0,20
4,0.9958940445318148,1.0,20
5,0.9957729451613837,1.0,20
6,0.9957077851798602,1.0,20
7,0.9955093252433055,1.0,20
8,0.9954915415775775,1.0,20
9,0.9954406713299766,1.0,20
10,0.9953881531445564,1.0,20
11,0.9950927884423859,1.0,20
12,0.9945044591051437,1.0,20
13,0.9944746363019,1.0,20
14,0.9944503881076695,1.0,20
15,0.9944245685086759,1.0,20
16,0.9943921883516141,1.0,20
17,0.9943487494449563,1.0,20
18,0.9943453572318123,1.0,20
19,0.9942583778848882,1.0,20
20,0.9941984925051213,1.0,20
21,0.9941752378571166,1.0,20
22,0.9939875020177628,1.0,20
23,0.99387885455596,1.0,20
24,0.9938483164841377,1.0,20
25,0.9934896276038574,1.0,20
26,0.9934276424613259,1.0,20
27,0.9933454694362477,1.0,20
28,0.9930902370068584,1.0,20
29,0.9929746907999086,1.0,20
30,0.9929721598608364,1.0,20
31,0.9927623135391885,1.0,20
32,0.9926907184501012,1.0,20
33,0.9923950033906163,1.0,20
34,0.9921345743345293,1.0,20
35,0.9918812892571409,1.0,20
36,0.9912046734931099,1.0,20
37,0.9910831355396659,1.0,20
38,0.9901333616628943,1.0,20
39,0.9807904151860335,1.0,20
40,0.9798130662091221,1.0,20
41,0.9631152584223153,1.0,20
42,0.9296612389618557,1.0,20
43,0.9208335042698557,1.0,20
44,0.916249132673358,1.0,20
45,0.8944947112313375,1.0,20
46,0.8761292476853886,1.0,20
47,0.3842996755171176,1.0,20
48,0.14088877909620856,1.0,20
0,0.997079329446832,1.0,21
1,0.9966840684096592,1.0,21
2,0.9962975638676534,1.0,21
3,0.9960397816663884,1.0,21
4,0.9959852493247361,1.0,21
5,0.9959745582106081,1.0,21
6,0.9957789051465867,1.0,21
7,0.9956679386953892,1.0,21
8,0.9953709096380435,1.0,21
9,0.9953344494571539,1.0,21
10,0.995268372516267,1.0,21
11,0.9951973999073337,1.0,21
12,0.9951248534627181,1.0,21
13,0.9950847206306123,1.0,21
14,0.9949381861278999,1.0,21
15,0.9948779880257633,1.0,21
16,0.9948268553660433,1.0,21
17,0.9947430420245196,1.0,21
18,0.9946582362201695,1.0,21
19,0.9945503791870625,1.0,21
20,0.9944807850880919,1.0,21
21,0.9944435099467287,1.0,21
22,0.9942449959154501,1.0,21
23,0.994223754829913,1.0,21
24,0.9941476568334578,1.0,21
25,0.9939872160281348,1.0,21
26,0.9939698825957916,1.0,21
27,0.9937499332451983,1.0,21
28,0.9936061359736668,1.0,21
29,0.9935331613606722,1.0,21
30,0.9933309231053777,1.0,21
31,0.9930838039857831,1.0,21
32,0.9927688873652354,1.0,21
33,0.9927664503664088,1.0,21
34,0.9922169464826642,1.0,21
35,0.992184042191383,1.0,21
36,0.9921734980587873,1.0,21
37,0.9921723146576892,1.0,21
38,0.9911900284341526,1.0,21
39,0.9911367786298445,1.0,21
40,0.9909659235154695,1.0,21
41,0.9907524610257896,1.0,21
42,0.9893909249087663,1.0,21
43,0.9839700634999288,1.0,21
44,0.9836239119578422,1.0,21
45,0.9712763935124156,1.0,21
46,0.9644558114976053,1.0,21
47,0.9043141178442414,1.0,21
48,0.46683462926181357,1.0,21
0,0.9971205792774871,1.0,22
1,0.9965470742544883,1.0,22
2,0.9963219805393606,1.0,22
3,0.9960961407126763,1.0,22
4,0.9960766643813496,1.0,22
5,0.9958921495838027,1.0,22
6,0.9955713228155303,1.0,22
7,0.995549415616813,1.0,22
8,0.9953245673323662,1.0,22
9,0.9951949349661824,1.0,22
10,0.9951290551522141,1.0,22
11,0.9951264107544805,1.0,22
12,0.9950575930398898,1.0,22
13,0.9947186056468794,1.0,22
14,0.9946684066295262,1.0,22
15,0.9946610617754287,1.0,22
16,0.994597969714736,1.0,22
17,0.9943663177682102,1.0,22
18,0.9943608606531309,1.0,22
19,0.9943324595226001,1.0,22
20,0.9941939649606937,1.0,22
21,0.9940924187794006,1.0,22
22,0.9940242881359971,1.0,22
23,0.994009943863173,1.0,22
24,0.993993508933979,1.0,22
25,0.9939866024284721,1.0,22
26,0.9936811308824907,1.0,22
27,0.9935497935029781,1.0,22
28,0.9934626763839948,1.0,22
29,0.993324512680271,1.0,22
30,0.993210454983933,1.0,22
31,0.9930438962699402,1.0,22
32,0.9929103527206835,1.0,22
33,0.9924349993509015,1.0,22
34,0.9921859636228493,1.0,22
35,0.9921281267786405,1.0,22
36,0.991373275820895,1.0,22
37,0.989190961574859,1.0,22
38,0.9850481117391633,1.0,22
39,0.9787001261047543,1.0,22
40,0.9761854553331015,1.0,22
41,0.9604601112065136,1.0,22
42,0.9459870196867042,1.0,22
43,0.9356773774748919,1.0,22
44,0.9334888460616988,1.0,22
45,0.8246212991706111,1.0,22
46,0.7041871205684981,1.0,22
47,0.5778847421043543,1.0,22
48,0.12555764197128505,1.0,22
0,0.9965297551921144,1.0,23
1,0.9963889863378012,1.0,23
2,0.9961682304627457,1.0,23
3,0.9958303848673531,1.0,23
4,0.9956469902843544,1.0,23
5,0.9955132764256992,1.0,23
6,0.9954744747751403,1.0,23
7,0.9952708979938493,1.0,23
8,0.9952439171476375,1.0,23
9,0.9950698962461578,1.0,23
10,0.994825239222156,1.0,23
11,0.9948227662980691,1.0,23
12,0.9948179878940844,1.0,23
13,0.9946820677878443,1.0,23
14,0.9945708481356395,1.0,23
15,0.9945305454122721,1.0,23
16,0.9945124003673481,1.0,23
17,0.9944810970862348,1.0,23
18,0.9944367363849224,1.0,23
19,0.9941437917981786,1.0,23
20,0.994118852168961,1.0,23
21,0.993900921309972,1.0,23
22,0.9938963608199053,1.0,23
23,0.9936067424877405,1.0,23
24,0.9935413706057906,1.0,23
25,0.9933025145855277,1.0,23
26,0.9932228309175207,1.0,23
27,0.9926807540793767,1.0,23
28,0.9926589521660686,1.0,23
29,0.9925945004266212,1.0,23
30,0.992558159366293,1.0,23
31,0.9923812243614081,1.0,23
32,0.9918969098032601,1.0,23
33,0.9917556752895208,1.0,23
34,0.9916218590118463,1.0,23
35,0.991279849738619,1.0,23
36,0.9909435509286965,1.0,23
37,0.9909350807479967,1.0,23
38,0.9908212767302113,1.0,23
39,0.9907496848044064,1.0,23
40,0.9893398407489419,1.0,23
41,0.9828774213787259,1.0,23
42,0.970219612611868,1.0,23
43,0.9501571869032219,1.0,23
44,0.9245833248304719,1.0,23
45,0.8520367678610616,1.0,23
46,0.8007408985521516,1.0,23
47,0.5369789167683706,1.0,23
48,0.18255489047068585,1.0,23
0,0.997027756960592,1.0,24
1,0.9963522185698483,1.0,24
2,0.9963046447266047,1.0,24
3,0.9960899235736166,1.0,24
4,0.9960892530059139,1.0,24
5,0.9958391837342768,1.0,24
6,0.9955750563241582,1.0,24
7,0.9954698432099998,1.0,24
8,0.9953432950505325,1.0,24
9,0.9951359703237981,1.0,24
10,0.9950032052136042,1.0,24
11,0.9946265399781918,1.0,24
12,0.994608248071017,1.0,24
13,0.9945310953299338,1.0,24
14,0.9944301160032002,1.0,24
15,0.9944040833573654,1.0,24
16,0.9943713286030058,1.0,24
17,0.9943702403300554,1.0,24
18,0.9942926019350019,1.0,24
19,0.9940540113623586,1.0,24
20,0.9935552268316383,1.0,24
21,0.9934280403185961,1.0,24
22,0.9933509137548103,1.0,24
23,0.9933062138083785,1.0,24
24,0.9932235161900246,1.0,24
25,0.9932150885077748,1.0,24
26,0.993004605490119,1.0,24
27,0.9930037153515376,1.0,24
28,0.9929919519004776,1.0,24
29,0.9929653895250671,1.0,24
30,0.992526308247273,1.0,24
31,0.9925157800259466,1.0,24
32,0.992468172930326,1.0,24
33,0.9923625303067064,1.0,24
34,0.9910803737378214,1.0,24
35,0.9900989196521613,1.0,24
36,0.9898601980803635,1.0,24
37,0.9868890364069203,1.0,24
38,0.9842081141720517,1.0,24
39,0.9759537517454204,1.0,24
40,0.9754076022149879,1.0,24
41,0.9693535560183799,1.0,24
42,0.956803506473854,1.0,24
43,0.9542031404939139,1.0,24
44,0.9530147021491937,1.0,24
45,0.893985324090004,1.0,24
46,0.7942398365813325,1.0,24
47,0.6135327124554117,1.0,24
48,0.10228333486565289,1.0,24
0,0.9971205792990937,1.0,25
1,0.9963894208046495,1.0,25
2,0.996321490162229,1.0,25
3,0.9962815594356831,1.0,25
4,0.9961561516764086,1.0,25
5,0.9960862059746387,1.0,25
6,0.9957323786865515,1.0,25
7,0.995725578148439,1.0,25
8,0.9957120389551172,1.0,25
9,0.9953936618755714,1.0,25
10,0.9952705784907777,1.0,25
11,0.9949986592453595,1.0,25
12,0.9949947454481135,1.0,25
13,0.9946319309338831,1.0,25
14,0.9944217727622908,1.0,25
15,0.9943936870539873,1.0,25
16,0.994385456787972,1.0,25
17,0.9943419045419678,1.0,25
18,0.9942325921419604,1.0,25
19,0.9941757271259142,1.0,25
20,0.9939258923457305,1.0,25
21,0.9939256116627427,1.0,25
22,0.9938022528011623,1.0,25
23,0.9937897142261624,1.0,25
24,0.9937270093888526,1.0,25
25,0.9937234974973277,1.0,25
26,0.9936575089370392,1.0,25
27,0.9935568727220703,1.0,25
28,0.9933472102847369,1.0,25
29,0.9929499955962404,1.0,25
30,0.992824403436432,1.0,25
31,0.9925666964728947,1.0,25
32,0.9924971177229415,1.0,25
33,0.9918598081638631,1.0,25
34,0.9916649954107567,1.0,25
35,0.9916035297004879,1.0,25
36,0.9913011942449873,1.0,25
37,0.9908992359542761,1.0,25
38,0.9899670376088261,1.0,25
39,0.9888996787497591,1.0,25
40,0.9861308267124783,1.0,25
41,0.984377783820332,1.0,25
42,0.9646830382121352,1.0,25
43,0.9584134087747797,1.0,25
44,0.9219465564442856,1.0,25
45,0.9014771567521312,1.0,25
46,0.8671604615365283,1.0,25
47,0.46506046690805364,1.0,25
48,0.1589903036840373,1.0,25
0,0.9967405257696424,1.0,26
1,0.9965238635692969,1.0,26
2,0.9963299444977811,1.0,26
3,0.9963227083111058,1.0,26
4,0.9961898738583697,1.0,26
5,0.9958858180278493,1.0,26
6,0.9956441063368483,1.0,26
7,0.9950524824363793,1.0,26
8,0.994889146105732,1.0,26
9,0.9947622983928751,1.0,26
10,0.9945763563332167,1.0,26
11,0.9945216631539777,1.0,26
12,0.99448704872088,1.0,26
13,0.9944730775084735,1.0,26
14,0.9942086977712287,1.0,26
15,0.9940687114985733,1.0,26
16,0.9940153328525166,1.0,26
17,0.9938627238274279,1.0,26
18,0.9937685708709403,1.0,26
19,0.9937136273161555,1.0,26
20,0.9936983139199762,1.0,26
21,0.9935781306647111,1.0,26
22,0.9934880667275164,1.0,26
23,0.9932440597037312,1.0,26
24,0.9930652391215457,1.0,26
25,0.9929875591000236,1.0,26
26,0.9927929383365601,1.0,26
27,0.9927860992153812,1.0,26
28,0.992771224306827,1.0,26
29,0.9919580858541945,1.0,26
30,0.9918537204529998,1.0,26
31,0.9916968223299715,1.0,26
32,0.9915355901387187,1.0,26
33,0.9914265418922112,1.0,26
34,0.9910413827438221,1.0,26
35,0.9890770961675821,1.0,26
36,0.9864566394939291,1.0,26
37,0.985549459046859,1.0,26
38,0.9851065079142521,1.0,26
39,0.9844329466156018,1.0,26
40,0.9683264332631201,1.0,26
41,0.9655411866512479,1.0,26
42,0.9529329756796895,1.0,26
43,0.9526946083661012,1.0,26
44,0.8976572772427448,1.0,26
45,0.8860637922456205,1.0,26
46,0.8559334883507866,1.0,26
47,0.3096114684167238,1.0,26
48,0.056361074251394,1.0,26
0,0.9971540557135603,1.0,27
1,0.9967356996742531,1.0,27
2,0.9963480360333107,1.0,27
3,0.995862149688723,1.0,27
4,0.9958112545663925,1.0,27
5,0.9957243324607234,1.0,27
6,0.9956561768896965,1.0,27
7,0.9955891230881704,1.0,27
8,0.9954153936838688,1.0,27
9,0.9952374596875966,1.0,27
10,0.9948916541342068,1.0,27
11,0.9947235067160692,1.0,27
12,0.9946947148466581,1.0,27
13,0.9946085026451194,1.0,27
14,0.9945970339297183,1.0,27
15,0.994454797151411,1.0,27
16,0.9942551692616356,1.0,27
17,0.9940818812786874,1.0,27
18,0.9940689187529737,1.0,27
19,0.9940445988426947,1.0,27
20,0.9940243555297671,1.0,27
21,0.9937753936513394,1.0,27
22,0.9937352715708712,1.0,27
23,0.9935671128295296,1.0,27
24,0.9934150900095274,1.0,27
25,0.993337747941644,1.0,27
26,0.9933290316332241,1.0,27
27,0.9930774538608056,1.0,27
28,0.9928738534907775,1.0,27
29,0.9924821771447372,1.0,27
30,0.9922866102162413,1.0,27
31,0.9920002186787014,1.0,27
32,0.9919495032837513,1.0,27
33,0.9910387974542134,1.0,27
34,0.990726183169682,1.0,27
35,0.9896789720784254,1.0,27
36,0.9885759326400073,1.0,27
37,0.9872594585678878,1.0,27
38,0.9867305886539668,1.0,27
39,0.9824310452488256,1.0,27
40,0.9783767956725457,1.0,27
41,0.967699666746977,1.0,27
42,0.9606211298430367,1.0,27
43,0.9602779548569369,1.0,27
44,0.8781989944635127,1.0,27
45,0.8631189924323995,1.0,27
46,0.7686773517241593,1.0,27
47,0.6970859798984457,1.0,27
48,0.331811020202128,1.0,27
0,0.9962578949216041,1.0,28
1,0.996063778466754,1.0,28
2,0.9958587793410971,1.0,28
3,0.9955594494434904,1.0,28
4,0.9955402879067629,1.0,28
5,0.9954208633011327,1.0,28
6,0.9953850360762792,1.0,28
7,0.9952301718933346,1.0,28
8,0.9950241680738282,1.0,28
9,0.9950005558005353,1.0,28
10,0.9949486795009047,1.0,28
11,0.9948902272042001,1.0,28
12,0.9945862251058731,1.0,28
13,0.9945793165650998,1.0,28
14,0.9945104134882138,1.0,28
15,0.9944734978058419,1.0,28
16,0.9943891092548272,1.0,28
17,0.9943127397545981,1.0,28
18,0.9942338435241619,1.0,28
19,0.9940550187187093,1.0,28
20,0.9937984842787287,1.0,28
21,0.9936260502764198,1.0,28
22,0.9933379419306729,1.0,28
23,0.9931464375808792,1.0,28
24,0.9930931331133251,1.0,28
25,0.9929805627572859,1.0,28
26,0.9921331390797032,1.0,28
27,0.9915636566038224,1.0,28
28,0.9914541705096823,1.0,28
29,0.9903712090634654,1.0,28
30,0.9892776638215038,1.0,28
31,0.9889817078803625,1.0,28
32,0.9871504991532212,1.0,28
33,0.9870184761475123,1.0,28
34,0.9867118586502074,1.0,28
35,0.9856350092344329,1.0,28
36,0.9840642369430788,1.0,28
37,0.983290545223312,1.0,28
38,0.9825988649828626,1.0,28
39,0.9802436868473344,1.0,28
40,0.9762392509039631,1.0,28
41,0.972234672355864,1.0,28
42,0.967337021258527,1.0,28
43,0.9620915120475965,1.0,28
44,0.9297738117859594,1.0,28
45,0.9076910632277903,1.0,28
46,0.6829793321067944,1.0,28
47,0.035307674864223315,1.0,28
48,0.028957724266566835,1.0,28
0,0.9971584674612405,1.0,29
1,0.9963454332820157,1.0,29
2,0.9961826547133497,1.0,29
3,0.9961474278136033,1.0,29
4,0.9960301989266729,1.0,29
5,0.9959642199390655,1.0,29
6,0.9958968640657515,1.0,29
7,0.9955401493827117,1.0,29
8,0.9952924547684607,1.0,29
9,0.9951729875638908,1.0,29
10,0.9950123040413814,1.0,29
11,0.9950000552859757,1.0,29
12,0.9948540148943331,1.0,29
13,0.9946448940288947,1.0,29
14,0.9944713857761688,1.0,29
15,0.9944319495655077,1.0,29
16,0.9942284509262426,1.0,29
17,0.9939288477356653,1.0,29
18,0.993669595458339,1.0,29
19,0.9935397996923687,1.0,29
20,0.9935239207361286,1.0,29
21,0.9935136263857995,1.0,29
22,0.9933520686804825,1.0,29
23,0.993262495567785,1.0,29
24,0.9931070928130291,1.0,29
25,0.9930755812234624,1.0,29
26,0.9929427304169376,1.0,29
27,0.9927638873961885,1.0,29
28,0.9926354861714941,1.0,29
29,0.9925263444032449,1.0,29
30,0.9924404107809626,1.0,29
31,0.9924026362471507,1.0,29
32,0.9921421214139592,1.0,29
33,0.9918535268900092,1.0,29
34,0.9915401887988291,1.0,29
35,0.9903471284762027,1.0,29
36,0.9880787645932413,1.0,29
37,0.987045918773882,1.0,29
38,0.987037870587255,1.0,29
39,0.986588590972851,1.0,29
40,0.9855851776878146,1.0,29
41,0.9845367753516354,1.0,29
42,0.983860426797529,1.0,29
43,0.9535438651304659,1.0,29
44,0.9480859442907348,1.0,29
45,0.8079559956778765,1.0,29
46,0.778265927218044,1.0,29
47,0.41712212455396375,1.0,29
48,0.10732200525822594,1.0,29
